business_name,topic_id,topic_label,topic_review_count,topic_share,topic_rank,model,average_topic_score
"Brisas Del Mar, Inn at the Beach",0,"room, hotel, free",105,0.5440414507772021,1,BERTopic,4.2
"Brisas Del Mar, Inn at the Beach",1,"room, santa, barbara",88,0.45595854922279794,2,BERTopic,4.568181818181818
Dargan's Irish Pub & Restaurant,0,"irish, food, good",51,0.3469387755102041,1,BERTopic,4.0588235294117645
Dargan's Irish Pub & Restaurant,1,"dargan, irish, food",31,0.2108843537414966,2,BERTopic,4.193548387096774
Dargan's Irish Pub & Restaurant,2,"pool, great, tables",24,0.16326530612244897,3,BERTopic,4.416666666666667
Dargan's Irish Pub & Restaurant,3,"service, good, friends",22,0.14965986394557823,4,BERTopic,3.5454545454545454
Dargan's Irish Pub & Restaurant,4,"chicken, food, place",19,0.1292517006802721,5,BERTopic,4.315789473684211
Oliver's,0,"oliver, food, vegan",69,0.2948717948717949,1,BERTopic,4.63768115942029
Oliver's,1,"food, delicious, restaurant",62,0.26495726495726496,2,BERTopic,4.741935483870968
Oliver's,2,"great, good, menu",42,0.1794871794871795,3,BERTopic,3.9523809523809526
Oliver's,3,"vegan, food, restaurant",33,0.14102564102564102,4,BERTopic,4.848484848484849
Oliver's,4,"vegan, santa, santa barbara",28,0.11965811965811966,5,BERTopic,4.678571428571429
A-Frame Surf,0,"surf, rob, lesson",21,0.5675675675675675,1,BERTopic,4.857142857142857
A-Frame Surf,1,"shop, boards, surf",16,0.43243243243243246,2,BERTopic,4.8125
Hampton Inn Santa Barbara/Goleta,0,"room, breakfast, hotel",89,0.6793893129770993,1,BERTopic,3.393258426966292
Hampton Inn Santa Barbara/Goleta,1,"hampton, room, hotel",42,0.32061068702290074,2,BERTopic,3.7142857142857144
Courtyard by Marriott Santa Barbara Goleta,0,"room, hotel, staff",75,0.6521739130434783,1,BERTopic,3.5733333333333333
Courtyard by Marriott Santa Barbara Goleta,1,"barbara, santa, santa barbara",40,0.34782608695652173,2,BERTopic,4.1
Salas Mobile Mechanic,0,"fidel, car, problem",22,0.5365853658536586,1,BERTopic,5.0
Salas Mobile Mechanic,1,"salas, car, starter",19,0.4634146341463415,2,BERTopic,4.7894736842105265
Yankee Noodle,0,"ramen, egg, broth",52,0.5652173913043478,1,BERTopic,3.8461538461538463
Yankee Noodle,1,"place, food, good",40,0.43478260869565216,2,BERTopic,3.7
Mastercraft Motors,0,"mastercraft, motors, mastercraft motors",19,0.6551724137931034,1,BERTopic,4.2631578947368425
Mastercraft Motors,1,"car, service, good",10,0.3448275862068966,2,BERTopic,4.3
Rusty's Pizza Parlor,0,"pizza, salad, salad bar",21,0.6774193548387096,1,BERTopic,3.380952380952381
Rusty's Pizza Parlor,1,"rusty, pizza, good",10,0.3225806451612903,2,BERTopic,3.6
Dublin's Sports Grill,0,"place, bar, good",12,0.5,1,BERTopic,3.25
Dublin's Sports Grill,1,"bar, time, got",12,0.5,2,BERTopic,2.0833333333333335
Elings Park,0,"wedding, venue, park",22,0.5,1,BERTopic,4.181818181818182
Elings Park,1,"park, great, views",22,0.5,2,BERTopic,4.363636363636363
Silk Road Transportation and Wine Tours,0,"silk, silk road, road",19,0.59375,1,BERTopic,5.0
Silk Road Transportation and Wine Tours,1,"ozzy, great, wine",13,0.40625,2,BERTopic,5.0
Nardonne's La Famiglia Pizzeria,0,"pizza, place, santa",31,0.7045454545454546,1,BERTopic,4.774193548387097
Nardonne's La Famiglia Pizzeria,1,"crust, pizza, great",13,0.29545454545454547,2,BERTopic,4.384615384615385
La Quinta Inn & Suites by Wyndham Santa Barbara Downtown,0,"room, hotel, staff",82,0.5857142857142857,1,BERTopic,2.6463414634146343
La Quinta Inn & Suites by Wyndham Santa Barbara Downtown,1,"la, quinta, la quinta",44,0.3142857142857143,2,BERTopic,4.25
La Quinta Inn & Suites by Wyndham Santa Barbara Downtown,2,"room, great, location",14,0.1,3,BERTopic,3.642857142857143
Lama Dog Tap Room,0,"great, beer, good",45,0.3191489361702128,1,BERTopic,4.333333333333333
Lama Dog Tap Room,1,"food, mac, mac cheese",26,0.18439716312056736,2,BERTopic,4.269230769230769
Lama Dog Tap Room,2,"lama, dog, lama dog",25,0.1773049645390071,3,BERTopic,4.28
Lama Dog Tap Room,3,"rude, bartender, service",18,0.1276595744680851,4,BERTopic,1.5555555555555556
Lama Dog Tap Room,4,"santa barbara, barbara, santa",15,0.10638297872340426,5,BERTopic,4.533333333333333
Lama Dog Tap Room,5,"burger, fries, ve",12,0.0851063829787234,6,BERTopic,4.5
B&E Photography,0,"erica, brandon erica, brandon",18,0.43902439024390244,1,BERTopic,5.0
B&E Photography,1,"brandon, photos, recommend",12,0.2926829268292683,2,BERTopic,5.0
B&E Photography,2,"brandon, work, photos",11,0.2682926829268293,3,BERTopic,5.0
Ramada by Wyndham Santa Barbara,0,"room, hotel, stay",127,0.6479591836734694,1,BERTopic,2.84251968503937
Ramada by Wyndham Santa Barbara,1,"hotel, santa, barbara",69,0.3520408163265306,2,BERTopic,3.5652173913043477
Spa Del Mar,0,"spa, massage, great",28,0.6511627906976745,1,BERTopic,4.821428571428571
Spa Del Mar,1,"massage, just, didn",15,0.3488372093023256,2,BERTopic,2.8666666666666667
La Arcada Bistro,0,"great, food, place",101,0.8145161290322581,1,BERTopic,4.089108910891089
La Arcada Bistro,1,"food, place, ordered",23,0.18548387096774194,2,BERTopic,1.565217391304348
Dj Hecktik,0,"josh, wedding, dj",27,0.5192307692307693,1,BERTopic,5.0
Dj Hecktik,1,"dj, hecktik, wedding",25,0.4807692307692308,2,BERTopic,5.0
Tropicana Gardens,0,"room, trop, food",24,0.6486486486486487,1,BERTopic,2.5
Tropicana Gardens,1,"great, nice, place",13,0.35135135135135137,2,BERTopic,4.153846153846154
Lazy Acres Market - Santa Barbara,0,"lazy, acres, lazy acres",217,0.8127340823970037,1,BERTopic,3.9308755760368665
Lazy Acres Market - Santa Barbara,1,"store, service, customer",34,0.12734082397003746,2,BERTopic,1.4705882352941178
Lazy Acres Market - Santa Barbara,2,"cake, cookie, carrot cake",16,0.0599250936329588,3,BERTopic,3.4375
Delicious Expressions,0,"cake, delivered, delicious",24,0.6,1,BERTopic,5.0
Delicious Expressions,1,"cupcakes, carole, delicious",16,0.4,2,BERTopic,5.0
The Little Things Bakery,0,"cake, wedding, wayne",23,0.38333333333333336,1,BERTopic,4.304347826086956
The Little Things Bakery,1,"cake, little, cupcakes",19,0.31666666666666665,2,BERTopic,5.0
The Little Things Bakery,2,"chocolate, chooket, cake",18,0.3,3,BERTopic,4.833333333333333
Ca' Dario Goleta,0,"food, service, good",56,0.4444444444444444,1,BERTopic,3.8214285714285716
Ca' Dario Goleta,1,"goleta, dario, ca dario",49,0.3888888888888889,2,BERTopic,4.448979591836735
Ca' Dario Goleta,2,"italian, restaurant, service",21,0.16666666666666666,3,BERTopic,4.476190476190476
Evan's Relaxing Station,0,"massage, foot, time",29,0.6444444444444445,1,BERTopic,3.5517241379310347
Evan's Relaxing Station,1,"place, massage, foot",16,0.35555555555555557,2,BERTopic,4.5625
Ulta Beauty,0,"store, ulta, just",89,0.7007874015748031,1,BERTopic,2.4157303370786516
Ulta Beauty,1,"hair, salon, cut",22,0.1732283464566929,2,BERTopic,3.3181818181818183
Ulta Beauty,2,"makeup, jackie, products",16,0.12598425196850394,3,BERTopic,4.375
Ichiban,0,"sushi, service, good",50,0.3246753246753247,1,BERTopic,3.24
Ichiban,1,"roll, rolls, good",40,0.2597402597402597,2,BERTopic,3.4
Ichiban,2,"ichiban, sushi, japanese",34,0.22077922077922077,3,BERTopic,4.117647058823529
Ichiban,3,"sushi, place, santa barbara",30,0.19480519480519481,4,BERTopic,4.433333333333334
Sage & Onion Cafe,0,"sage, place, goleta",24,0.5714285714285714,1,BERTopic,4.75
Sage & Onion Cafe,1,"sandwich, sandwiches, really",18,0.42857142857142855,2,BERTopic,3.388888888888889
Smoke 'N Barrel BBQ Shack,0,"food, bbq, place",26,0.65,1,BERTopic,1.4230769230769231
Smoke 'N Barrel BBQ Shack,1,"good, happy, bar",14,0.35,2,BERTopic,3.5714285714285716
El Torito,0,"food, manager, 10",36,0.3,1,BERTopic,1.6666666666666667
El Torito,1,"el, torito, el torito",33,0.275,2,BERTopic,2.909090909090909
El Torito,2,"food, good, mexican",19,0.15833333333333333,3,BERTopic,3.473684210526316
El Torito,3,"service, food, minutes",18,0.15,4,BERTopic,2.0555555555555554
El Torito,4,"margaritas, taco, tuesday",14,0.11666666666666667,5,BERTopic,3.7857142857142856
Xo Coffee & Tea Bar,0,"great, place, good",12,0.5217391304347826,1,BERTopic,4.75
Xo Coffee & Tea Bar,1,"tea, coffee, like",11,0.4782608695652174,2,BERTopic,2.272727272727273
Taffy's Pizza,0,"taffy, pizza, great",73,0.46794871794871795,1,BERTopic,4.273972602739726
Taffy's Pizza,1,"pizza, good, great",63,0.40384615384615385,2,BERTopic,3.253968253968254
Taffy's Pizza,2,"santa, santa barbara, barbara",20,0.1282051282051282,3,BERTopic,4.4
Santa Barbara Craft Ramen,0,"ramen, barbara, santa",105,0.3322784810126582,1,BERTopic,4.523809523809524
Santa Barbara Craft Ramen,1,"ramen, pork, good",96,0.3037974683544304,2,BERTopic,4.395833333333333
Santa Barbara Craft Ramen,2,"service, food, ramen",64,0.20253164556962025,3,BERTopic,4.375
Santa Barbara Craft Ramen,3,"food, order, minutes",33,0.10443037974683544,4,BERTopic,1.9090909090909092
Santa Barbara Craft Ramen,4,"ramen, place, broth",18,0.056962025316455694,5,BERTopic,3.7222222222222223
Cajé Coffee Roasters - Haley St,0,"coffee, drinks, matcha",107,0.5219512195121951,1,BERTopic,4.691588785046729
Cajé Coffee Roasters - Haley St,1,"coffee, santa, santa barbara",64,0.3121951219512195,2,BERTopic,4.78125
Cajé Coffee Roasters - Haley St,2,"coffee, caje, drinks",34,0.16585365853658537,3,BERTopic,4.4411764705882355
Ca' Dario,0,"dario, ca, ca dario",142,0.3219954648526077,1,BERTopic,4.47887323943662
Ca' Dario,1,"service, food, good",68,0.15419501133786848,2,BERTopic,4.235294117647059
Ca' Dario,3,"ravioli, butter, sage",62,0.14058956916099774,3,BERTopic,4.5
Ca' Dario,2,"hostess, minutes, table",62,0.14058956916099774,4,BERTopic,1.596774193548387
Ca' Dario,4,"italian, food, good",36,0.08163265306122448,5,BERTopic,4.444444444444445
Ca' Dario,5,"bolognese, sauce, pasta",18,0.04081632653061224,6,BERTopic,4.444444444444445
Ca' Dario,6,"great, food, fish",16,0.036281179138321996,7,BERTopic,4.375
Ca' Dario,7,"risotto, good, seafood",15,0.034013605442176874,8,BERTopic,3.4
Ca' Dario,9,"pasta, good, italian",11,0.024943310657596373,9,BERTopic,3.090909090909091
Ca' Dario,8,"came, just, steak",11,0.024943310657596373,10,BERTopic,2.4545454545454546
Lilac Pâtisserie,0,"good, place, cake",232,0.47638603696098564,1,BERTopic,4.142241379310345
Lilac Pâtisserie,1,"lilac, gluten, cake",72,0.14784394250513347,2,BERTopic,4.569444444444445
Lilac Pâtisserie,2,"gluten, gluten free, free",50,0.1026694045174538,3,BERTopic,4.66
Lilac Pâtisserie,3,"gluten, free, santa barbara",33,0.06776180698151951,4,BERTopic,4.909090909090909
Lilac Pâtisserie,4,"gluten, free, gluten free",28,0.057494866529774126,5,BERTopic,4.892857142857143
Lilac Pâtisserie,5,"celiac, place, celiacs",22,0.045174537987679675,6,BERTopic,5.0
Lilac Pâtisserie,6,"cake, birthday, cakes",20,0.04106776180698152,7,BERTopic,4.05
Lilac Pâtisserie,7,"place, gluten, gluten free",19,0.039014373716632446,8,BERTopic,4.526315789473684
Lilac Pâtisserie,8,"cupcake, vegan, carrot",11,0.022587268993839837,9,BERTopic,4.090909090909091
Public Storage,0,"unit, storage, facility",35,0.7291666666666666,1,BERTopic,3.6285714285714286
Public Storage,1,"stuff, unit, lock",13,0.2708333333333333,2,BERTopic,1.6153846153846154
Breakfast Culture Club,0,"breakfast, coffee, place",35,0.5645161290322581,1,BERTopic,3.4571428571428573
Breakfast Culture Club,1,"coffee, great, place",17,0.27419354838709675,2,BERTopic,4.352941176470588
Breakfast Culture Club,2,"coffee, best, best coffee",10,0.16129032258064516,3,BERTopic,3.9
Chili's,0,"chili, food, service",95,0.572289156626506,1,BERTopic,3.042105263157895
Chili's,1,"food, service, got",71,0.42771084337349397,2,BERTopic,2.056338028169014
Barbareño,0,"great, food, place",96,0.3221476510067114,1,BERTopic,4.739583333333333
Barbareño,1,"barbareño, santa, barbareno",68,0.22818791946308725,2,BERTopic,4.602941176470588
Barbareño,2,"santa, barbara, santa barbara",35,0.1174496644295302,3,BERTopic,4.857142857142857
Barbareño,3,"food, service, minutes",35,0.1174496644295302,4,BERTopic,2.257142857142857
Barbareño,4,"avocado, grilled, grilled avocado",35,0.1174496644295302,5,BERTopic,4.4
Barbareño,5,"santa, santa maria, maria",15,0.050335570469798654,6,BERTopic,4.6
Barbareño,6,"mussels, delicious, plate",14,0.04697986577181208,7,BERTopic,4.785714285714286
Pizza Guru,0,"vegan, pizza, cheese",65,0.27896995708154504,1,BERTopic,4.061538461538461
Pizza Guru,1,"pizza, order, time",63,0.2703862660944206,2,BERTopic,1.9841269841269842
Pizza Guru,2,"pizza, great, good",61,0.26180257510729615,3,BERTopic,4.491803278688525
Pizza Guru,3,"gluten, gluten free, free",23,0.09871244635193133,4,BERTopic,3.652173913043478
Pizza Guru,4,"santa barbara, barbara, santa",21,0.09012875536480687,5,BERTopic,4.809523809523809
McDonald's,0,"food, service, mcdonald",20,0.5714285714285714,1,BERTopic,3.85
McDonald's,1,"order, food, said",15,0.42857142857142855,2,BERTopic,1.8
Phamous Cafe,0,"pho, good, place",99,0.532258064516129,1,BERTopic,3.8686868686868685
Phamous Cafe,1,"vietnamese, food, pho",39,0.20967741935483872,2,BERTopic,3.769230769230769
Phamous Cafe,2,"food, service, server",21,0.11290322580645161,3,BERTopic,3.761904761904762
Phamous Cafe,3,"banh, banh mi, mi",14,0.07526881720430108,4,BERTopic,4.142857142857143
Phamous Cafe,4,"bahn mi, bahn, mi",13,0.06989247311827956,5,BERTopic,4.615384615384615
I'a Fish Market and Cafe,0,"oysters, fish, chowder",38,0.6909090909090909,1,BERTopic,4.5
I'a Fish Market and Cafe,1,"poke, bowl, fish",17,0.3090909090909091,2,BERTopic,4.176470588235294
Bucatini,0,"food, service, water",41,0.25153374233128833,1,BERTopic,1.951219512195122
Bucatini,1,"bucatini, good, italian",36,0.22085889570552147,2,BERTopic,3.4722222222222223
Bucatini,2,"santa, barbara, santa barbara",30,0.18404907975460122,3,BERTopic,4.0
Bucatini,3,"italian, italian food, food",26,0.15950920245398773,4,BERTopic,3.6923076923076925
Bucatini,4,"great, pasta, pizza",15,0.09202453987730061,5,BERTopic,3.8666666666666667
Bucatini,5,"food, tourist, place",15,0.09202453987730061,6,BERTopic,3.066666666666667
Cold Spring Tavern,0,"sandwich, tri, tip",102,0.1878453038674033,1,BERTopic,4.235294117647059
Cold Spring Tavern,1,"tavern, cold, cold spring",89,0.16390423572744015,2,BERTopic,4.595505617977528
Cold Spring Tavern,2,"santa, santa barbara, barbara",89,0.16390423572744015,3,BERTopic,4.404494382022472
Cold Spring Tavern,3,"great, place, food",87,0.16022099447513813,4,BERTopic,4.793103448275862
Cold Spring Tavern,4,"service, food, server",56,0.10313075506445672,5,BERTopic,2.4285714285714284
Cold Spring Tavern,5,"venison, dinner, food",43,0.07918968692449356,6,BERTopic,4.093023255813954
Cold Spring Tavern,6,"good, food, place",19,0.034990791896869246,7,BERTopic,4.526315789473684
Cold Spring Tavern,7,"music, great, beer",18,0.03314917127071823,8,BERTopic,4.722222222222222
Cold Spring Tavern,8,"chili, food, good",17,0.03130755064456722,9,BERTopic,3.8823529411764706
Cold Spring Tavern,9,"breakfast, gravy, omelette",13,0.02394106813996317,10,BERTopic,4.3076923076923075
Cold Spring Tavern,10,"biker, bbq, place",10,0.01841620626151013,11,BERTopic,4.2
Le Cafe Stella,0,"great, food, service",88,0.4018264840182648,1,BERTopic,4.2727272727272725
Le Cafe Stella,1,"stella, cafe, cafe stella",63,0.2876712328767123,2,BERTopic,4.015873015873016
Le Cafe Stella,2,"food, just, service",56,0.2557077625570776,3,BERTopic,2.0714285714285716
Le Cafe Stella,3,"french, food, friendly",12,0.0547945205479452,4,BERTopic,3.6666666666666665
Los Tarascos,0,"food, good, salsa",47,0.5280898876404494,1,BERTopic,4.170212765957447
Los Tarascos,1,"food, great, service",21,0.23595505617977527,2,BERTopic,4.476190476190476
Los Tarascos,2,"mexican, good, place",21,0.23595505617977527,3,BERTopic,4.714285714285714
South Coast Deli-Goleta,0,"deli, south, coast",74,0.29365079365079366,1,BERTopic,4.45945945945946
South Coast Deli-Goleta,1,"sandwiches, sandwich, love",56,0.2222222222222222,2,BERTopic,4.642857142857143
South Coast Deli-Goleta,2,"salad, salads, good",40,0.15873015873015872,3,BERTopic,4.125
South Coast Deli-Goleta,3,"panini, chicken, pesto",26,0.10317460317460317,4,BERTopic,4.115384615384615
South Coast Deli-Goleta,4,"great, place, lunch",25,0.0992063492063492,5,BERTopic,4.76
South Coast Deli-Goleta,5,"order, time, service",19,0.07539682539682539,6,BERTopic,2.0
South Coast Deli-Goleta,6,"great, service, sandwiches salads",12,0.047619047619047616,7,BERTopic,4.166666666666667
Lao Ma Tou,0,"pot, hot, soup",26,0.5777777777777777,1,BERTopic,3.5
Lao Ma Tou,1,"chinese, hot, pot",19,0.4222222222222222,2,BERTopic,4.7368421052631575
Jamie Slone Wines,0,"wine, tasting, jamie",108,0.5654450261780105,1,BERTopic,4.824074074074074
Jamie Slone Wines,1,"wine, tasting, wines",83,0.43455497382198954,2,BERTopic,4.337349397590361
Relaxing Station,0,"massage, santa, santa barbara",16,0.5517241379310345,1,BERTopic,4.375
Relaxing Station,1,"massage, hour, massages",13,0.4482758620689655,2,BERTopic,3.3846153846153846
Finch & Fork,0,"food, great, good",1408,0.9894588896697118,1,BERTopic,4.1946022727272725
Finch & Fork,1,"kimpton, great, hotel",15,0.010541110330288124,2,BERTopic,4.733333333333333
Petit Valentien,0,"food, service, great",310,0.8732394366197183,1,BERTopic,4.096774193548387
Petit Valentien,1,"ethiopian, food, lunch",45,0.1267605633802817,2,BERTopic,4.111111111111111
PizzaRev,0,"pizza, place, good",40,0.5,1,BERTopic,4.675
PizzaRev,1,"pizza, crust, cheese",27,0.3375,2,BERTopic,4.111111111111111
PizzaRev,2,"pizza, service, customer",13,0.1625,3,BERTopic,2.4615384615384617
Scarlett Begonia,0,"brunch, shrimp, grits",168,0.25688073394495414,1,BERTopic,4.446428571428571
Scarlett Begonia,1,"food, great, place",162,0.24770642201834864,2,BERTopic,4.598765432098766
Scarlett Begonia,2,"scarlett, begonia, scarlett begonia",78,0.11926605504587157,3,BERTopic,4.487179487179487
Scarlett Begonia,3,"food, asked, table",70,0.10703363914373089,4,BERTopic,1.7142857142857142
Scarlett Begonia,4,"pancakes, lemon, ricotta",59,0.09021406727828746,5,BERTopic,4.389830508474576
Scarlett Begonia,5,"got, eggs, good",38,0.0581039755351682,6,BERTopic,3.9210526315789473
Scarlett Begonia,6,"santa barbara, barbara, santa",34,0.05198776758409786,7,BERTopic,4.735294117647059
Scarlett Begonia,7,"barbara, santa barbara, santa",17,0.02599388379204893,8,BERTopic,4.647058823529412
Scarlett Begonia,8,"cinnamon, cinnamon roll, roll",16,0.024464831804281346,9,BERTopic,4.5
Scarlett Begonia,9,"bacon, maple, toast",12,0.01834862385321101,10,BERTopic,4.75
Trader Joe's,0,"trader, joe, trader joes",25,0.36764705882352944,1,BERTopic,4.28
Trader Joe's,1,"tj, love, great",18,0.2647058823529412,2,BERTopic,4.666666666666667
Trader Joe's,2,"trader, joe, trader joe",13,0.19117647058823528,3,BERTopic,4.6923076923076925
Trader Joe's,3,"staff, great, store",12,0.17647058823529413,4,BERTopic,3.8333333333333335
SB Sunshine Cafe,0,"good, breakfast, food",127,0.7791411042944786,1,BERTopic,4.480314960629921
SB Sunshine Cafe,1,"sunshine, cafe, sunshine cafe",19,0.1165644171779141,2,BERTopic,4.7368421052631575
SB Sunshine Cafe,2,"barbara, santa barbara, santa",17,0.10429447852760736,3,BERTopic,4.882352941176471
Nordstrom Paseo Nuevo,0,"nordstrom, service, great",61,0.5258620689655172,1,BERTopic,4.065573770491803
Nordstrom Paseo Nuevo,1,"nordstrom, just, department",41,0.35344827586206895,2,BERTopic,2.658536585365854
Nordstrom Paseo Nuevo,2,"barbara, santa, santa barbara",14,0.1206896551724138,3,BERTopic,3.5
Trader Joe's,0,"trader, trader joe, joe",42,0.6774193548387096,1,BERTopic,4.333333333333333
Trader Joe's,1,"parking, store, tj",20,0.3225806451612903,2,BERTopic,4.2
Artistic Nails & Spa,0,"nails, pedicure, did",51,0.7083333333333334,1,BERTopic,1.9019607843137254
Artistic Nails & Spa,1,"nails, nail, horrible",21,0.2916666666666667,2,BERTopic,1.5714285714285714
Recipes Bakery & Gifts: An Australian Coffee House,0,"cinnamon, rolls, cinnamon rolls",33,0.4583333333333333,1,BERTopic,4.454545454545454
Recipes Bakery & Gifts: An Australian Coffee House,1,"breakfast, coffee, sandwich",27,0.375,2,BERTopic,4.185185185185185
Recipes Bakery & Gifts: An Australian Coffee House,2,"bakery, recipes, service",12,0.16666666666666666,3,BERTopic,4.25
China Palace,0,"food, good, service",57,0.4253731343283582,1,BERTopic,3.0350877192982457
China Palace,1,"chinese, food, chinese food",34,0.2537313432835821,2,BERTopic,4.147058823529412
China Palace,2,"chicken, ordered, orange",26,0.19402985074626866,3,BERTopic,3.6153846153846154
China Palace,3,"chinese, santa, santa barbara",17,0.12686567164179105,4,BERTopic,4.9411764705882355
Beachside Inn,0,"great, beach, staff",16,0.5161290322580645,1,BERTopic,3.8125
Beachside Inn,1,"room, check, hotel",15,0.4838709677419355,2,BERTopic,1.2
Lux Nails & Spa,0,"nails, said, nail",70,0.2845528455284553,1,BERTopic,1.7285714285714286
Lux Nails & Spa,1,"nails, andy, acrylic",62,0.25203252032520324,2,BERTopic,4.306451612903226
Lux Nails & Spa,2,"lux, nails, lux nails",37,0.15040650406504066,3,BERTopic,4.8108108108108105
Lux Nails & Spa,3,"great, pedi, mani",28,0.11382113821138211,4,BERTopic,4.464285714285714
Lux Nails & Spa,4,"barbara, santa barbara, santa",25,0.1016260162601626,5,BERTopic,5.0
Lux Nails & Spa,5,"chi, great, happy outcome",13,0.052845528455284556,6,BERTopic,5.0
Lux Nails & Spa,6,"cindy, good, care",11,0.044715447154471545,7,BERTopic,5.0
Old Yacht Club Inn,0,"room, beach, place",63,0.8289473684210527,1,BERTopic,3.9206349206349205
Old Yacht Club Inn,1,"room, stay, inn",13,0.17105263157894737,2,BERTopic,1.3846153846153846
Elsie's,0,"place, bar, great",73,0.553030303030303,1,BERTopic,4.287671232876712
Elsie's,1,"elsie, bar, beer",59,0.44696969696969696,2,BERTopic,3.830508474576271
Apiary,0,"mead, place, great",52,0.8125,1,BERTopic,4.788461538461538
Apiary,1,"kombucha, jun, hard",12,0.1875,2,BERTopic,4.916666666666667
Mission Tattoo,0,"tattoo, jimmy, clean",22,0.5365853658536586,1,BERTopic,4.909090909090909
Mission Tattoo,1,"tomac, tattoo, work",19,0.4634146341463415,2,BERTopic,4.473684210526316
Arnoldi's Cafe,0,"food, arnoldi, great",225,0.8620689655172413,1,BERTopic,3.933333333333333
Arnoldi's Cafe,1,"italian, food, place",24,0.09195402298850575,2,BERTopic,3.8333333333333335
Arnoldi's Cafe,2,"gnocchi, food, ordered",12,0.04597701149425287,3,BERTopic,4.083333333333333
Melville Winery,0,"tasting, wines, melville",25,0.6578947368421053,1,BERTopic,4.88
Melville Winery,1,"wine, staff, didn",13,0.34210526315789475,2,BERTopic,2.8461538461538463
Burgundy Blue Photography,0,"burgundy blue, burgundy, blue",45,0.4166666666666667,1,BERTopic,5.0
Burgundy Blue Photography,1,"ryan, work, photos",24,0.2222222222222222,2,BERTopic,5.0
Burgundy Blue Photography,2,"ryan, jay, photos",16,0.14814814814814814,3,BERTopic,4.75
Burgundy Blue Photography,3,"family, ryan, photos",13,0.12037037037037036,4,BERTopic,5.0
Burgundy Blue Photography,4,"jay, ryan jay, ryan",10,0.09259259259259259,5,BERTopic,5.0
Alchemy Wellness Spa,0,"food, place, good",37,0.6607142857142857,1,BERTopic,3.918918918918919
Alchemy Wellness Spa,1,"massage, spa, room",19,0.3392857142857143,2,BERTopic,4.421052631578948
Luna Grill,0,"luna, luna grill, grill",50,0.3448275862068966,1,BERTopic,4.28
Luna Grill,1,"good, pita, plate",25,0.1724137931034483,2,BERTopic,3.36
Luna Grill,2,"mediterranean, food, greek",23,0.15862068965517243,3,BERTopic,4.0
Luna Grill,3,"food, service, great",22,0.15172413793103448,4,BERTopic,3.909090909090909
Luna Grill,4,"order, told, food",14,0.09655172413793103,5,BERTopic,1.4285714285714286
Luna Grill,5,"place, love, really",11,0.07586206896551724,6,BERTopic,4.818181818181818
Perry Mazda,0,"car, mazda, perry",22,0.5641025641025641,1,BERTopic,2.227272727272727
Perry Mazda,1,"car, experience, buying",17,0.4358974358974359,2,BERTopic,4.588235294117647
Kimpton The Goodland,0,"hotel, great, pool",137,0.40294117647058825,1,BERTopic,4.153284671532846
Kimpton The Goodland,1,"santa, barbara, santa barbara",46,0.13529411764705881,2,BERTopic,4.195652173913044
Kimpton The Goodland,2,"kimpton, room, hotel",43,0.1264705882352941,3,BERTopic,2.627906976744186
Kimpton The Goodland,3,"goodland, room, great",41,0.12058823529411765,4,BERTopic,4.2926829268292686
Kimpton The Goodland,4,"room, stay, hotel",30,0.08823529411764706,5,BERTopic,1.5333333333333334
Kimpton The Goodland,5,"room, rooms, dirty",23,0.06764705882352941,6,BERTopic,1.7391304347826086
Kimpton The Goodland,6,"motel, room, night",20,0.058823529411764705,7,BERTopic,1.85
Pho Bistro,0,"pho, good, place",78,0.52,1,BERTopic,2.91025641025641
Pho Bistro,1,"vietnamese, food, good",35,0.23333333333333334,2,BERTopic,3.2
Pho Bistro,2,"food, place, service",22,0.14666666666666667,3,BERTopic,2.8636363636363638
Pho Bistro,3,"thai, pad, pad thai",15,0.1,4,BERTopic,1.6666666666666667
Test Pilot,0,"drinks, great, place",126,0.5753424657534246,1,BERTopic,4.198412698412699
Test Pilot,1,"tiki, drinks, bar",93,0.4246575342465753,2,BERTopic,4.473118279569892
Oasis Inn and Suites,0,"room, place, clean",57,0.6627906976744186,1,BERTopic,3.280701754385965
Oasis Inn and Suites,1,"room, place, stay",29,0.3372093023255814,2,BERTopic,1.5172413793103448
Sushiya Express,0,"sushi, place, good",68,0.5354330708661418,1,BERTopic,3.573529411764706
Sushiya Express,1,"food, good, korean",40,0.31496062992125984,2,BERTopic,3.475
Sushiya Express,2,"sushi, roll, just",19,0.14960629921259844,3,BERTopic,1.8421052631578947
Alpha Thrift Store,0,"store, thrift, prices",25,0.6410256410256411,1,BERTopic,2.84
Alpha Thrift Store,1,"alpha, thrift, items",14,0.358974358974359,2,BERTopic,3.4285714285714284
Santa Barbara Fish Market,0,"uni, fresh, fish",246,0.845360824742268,1,BERTopic,4.008130081300813
Santa Barbara Fish Market,1,"fish, fresh, fresh fish",20,0.06872852233676977,2,BERTopic,4.55
Santa Barbara Fish Market,2,"lobster, spiny, local",13,0.044673539518900345,3,BERTopic,4.3076923076923075
Santa Barbara Fish Market,3,"seafood, fresh, great",12,0.041237113402061855,4,BERTopic,5.0
Carpinteria State Beach,0,"beach, beautiful, parking",36,0.23376623376623376,1,BERTopic,4.361111111111111
Carpinteria State Beach,1,"beach, carpinteria, town",32,0.2077922077922078,2,BERTopic,4.34375
